"ALS",2,"grayscale_7_housebeautiful.jpg",604,262,17,1.3667,2.5669,

"subj","subj_id","image","response_x","response_y","response_size","response_time_click","response_time_circle",
"ALS",2,"grayscale_12_housebeautiful.jpg",485,438,61,1.5169,2.6837,

"subj","subj_id","image","response_x","response_y","response_size","response_time_click","response_time_circle",
"ALS",2,"grayscale_13_other.jpg",460,884,15,1.4501,2.2835,

"subj","subj_id","image","response_x","response_y","response_size","response_time_click","response_time_circle",
"ALS",2,"grayscale_18_kitchen.jpg",404,660,5,1.2001,4.0337,

"subj","subj_id","image","response_x","response_y","response_size","response_time_click","response_time_circle",
"ALS",2,"grayscale_60_oliva.jpg",455,700,193,3.1667,6.7669,

"subj","subj_id","image","response_x","response_y","response_size","response_time_click","response_time_circle",
"ALS",2,"grayscale_99_oliva.jpg",512,953,127,2.45,5.1501,

"subj","subj_id","image","response_x","response_y","response_size","response_time_click","response_time_circle",
"ALS",2,"grayscale_63_oliva.jpg",465,851,5,1.3168,1.7502,

"subj","subj_id","image","response_x","response_y","response_size","response_time_click","response_time_circle",
"ALS",2,"grayscale_70_oliva.jpg",399,931,57,1.4834,4.6169,

